Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Boston Rock Climbers 40+,Hello fellow rock climbers! This meet-up is a peer group for climbers 40 who want to find partne,https://www.meetup.com/boston-rockclimbers-40,Arlington,02476,219,Travel & Outdoor,"Rock Climbing, Over 40, Fitness, Strength & Conditioning, Adventure","Climb on!(Date: 2011-04-03), Sunday climb at Metro Rock(Date: 2011-04-10), Sunday climb at MetroRock(Date: 2011-04-17)"
Downtown Boston Divorced and Separated,Find hope and healing while going through separation or divorce. We learn about relevant topics a,https://www.meetup.com/downtown-boston-divorced-and-separated,Boston,02108,1105,Support & Coaching,"Divorce Support, Marital Separation Support, Support and Recovery, Divorced Parents, Separated, Divorced","Surviving the Holidays(Date: 2014-12-06), Post holidays and looking to the new year(Date: 2015-01-08), Whats Happening to Me?(Date: 2015-01-22)"
Boston / Providence Dads Group,Boston  Providence Dads Group is a diverse community of fathers in the Massachusetts and Rhode,https://www.meetup.com/bostondadsgroup,Boston,02108,940,Parents & Family,"Dads, Parents, Kids, Stay-at-Home Dads, Playdates, Stay-at-Home Parents, Fathers, Single Dads, Work At Home Dads, Working Dads, Dads of Toddlers, Dads and Kids, New Parents, Toddlers, Social","Baby Pictures Gravity(Date: 2013-10-10), Event Red Sox vs Tigers ALCS Game 1(Date: 2013-10-12), Daniel Webster Farm Day(Date: 2013-10-19)"
Happy Hours for Boston Singles,"Welcome all happy hour enthusiasts! Lets get together for great conversations, making awesome con",https://www.meetup.com/happy-hours-for-boston-singles,Boston,02108,3364,Social Activities,"Wine, Dining Out, New In Town, Nightlife, Social Networking, Fun Times, Happy Hour, Single Professionals, Bars & Pubs, Singles, Networking Happy Hour, Appetizers & Happy Hour","Join a fun Social Bowling Team Starting in July on Wednesdays!(Date: 2019-07-03), Fall Back Into Social Bowling! Join Our Awesome Team for Sunday FUNdays!(Date: 2019-10-16), Join The Social Bowling Team on Sundays in Back Bay! Bowling starts in February!(Date: 2020-02-05)"
ODSC Boston Technology Meetup,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odsc-boston-technology-meetup,Boston,02108,3646,Career & Business,"New Technology, AI Algorithms, Artificial Intelligence, Data Science, Python, Data Visualization, Machine Learning, Software Engineering, Data Engineering, Big Data, NLP (Neuro-Linguistic Programming), Predictive Analytics, Data Analytics, Web Technology","Pitch Your Startup IdeaCompany(Date: 2015-12-04), Pitch Your Startup IdeaCompany(Date: 2016-01-01), Pitch Your Startup to 3Si(Date: 2016-02-05)"
Boston EDM Concert Crew,Dont have anyone to go to EDM shows with? If you are new in the city or the only person in your,https://www.meetup.com/boston-edm-concert-crew,Boston,02114,1719,Social Activities,"Nightlife, Live Music, Social, Electronic Dance Music, New In Town, Fun Times, Dancing, Electronic Music","Mitis  Royale(Date: 2021-07-30), Tiësto  Big Night Live(Date: 2021-08-20), Grum  Bijou(Date: 2021-08-27)"
Boston Data Technology (Boston Data Group/BDT),"Welcome to the BNT Data Group, the premier community for data enthusiasts in the Greater Boston area",https://www.meetup.com/boston-data-technology,Boston,02109,3269,Technology,"Apache Spark, Hadoop, Big Data, Machine Learning, High Scalability Computing, Data Analytics, MapReduce, Data Mining, Data Science, Scala, Python, Java","July Presentation Night(Date: 2014-07-15), October Presentation Night(Date: 2014-10-20), February Presentation Night(Date: 2015-02-23)"
30-ish Metro Boston,Do you live in the Metro Boston area??? Lets get together!! For everyone 20s amp 30s......let,https://www.meetup.com/30ishmetroboston,Boston,02108,1434,Social Activities,"Drinking, Social, Social Drinking, Nightlife, New In Town, Board Games, Eating & Drinking, Live Music, Music","First Meet  Greet  Chicago Uno in Harvard(Date: 2013-03-07), Mid-Week Trivia  The Druid in Inman(Date: 2013-03-20), Trivia at Dubliners Pub in Cambridge(Date: 2013-04-11)"
Boston Area Indian-Americans,"This group is for people of Indian and South Asian origin, and allies of our culture. It is a suppor",https://www.meetup.com/boston-area-indian-americans,Boston,02108,55,Science & Education,"Science, New In Town, Women's Social, Professional Networking, Fun Times, Nightlife, Single Professionals, Healing, Conversation, Volunteering, Wine and Food Pairing",
Boston Modular and Synth Meetup,"We welcome anyone, at any skill and experience level, with an interest in synthesizers, modular gear",https://www.meetup.com/boston-modular-and-synth-meetup,Watertown,02472,818,Music,"Electronic Music, Synthesizer, Electronic Music Production, Modular Synthesizers, Experimental Electronic Music, Audio Engineering, Electronic Dance Music, Musicians","Columbus Day Jam. Lets meet to share new circuits and new sounds.(Date: 2015-10-12), Halloween Jam(Date: 2015-10-31), Boxing Day Synth Jam(Date: 2015-12-26)"
History of Philosophy Boston Meetup,Did you take a philosophy class in high school or college and wish you had taken more? Do you rea,https://www.meetup.com/boston-history-of-philosophy,Cambridge,02139,1050,Science & Education,"Philosophy, Knowledge Sharing, Learning, Reading, Conversation, Book Club, Intellectual Discussions, Critical Thinking, Intelligent Conversation","Organizational Meeting(Date: 2016-10-22), Platos Five Dialogues(Date: 2016-11-19), What Chinese Philosophers Can Teach Us about the Good Life(Date: 2016-12-11)"
Boston Area Social Singles,Adventurous singles in the Greater Boston area looking to mingle the natural way around Massachusett,https://www.meetup.com/social-and-single,Dedham,02026,2818,Social Activities,"Kayaking, Outdoor Adventures, Singles 30's-50's, Outdoors, Singles, Wine Tasting, Hiking, New In Town, Dining Out, Adventure, Fun Times, Cruises, Eating & Drinking, Nightlife, Co-ed Adult Dodgeball","Sunset paddle, anyone?(Date: 2013-09-14), Lets hike Worldss End Reservation!(Date: 2013-10-19), 50 Off Event BYPA 12th Anniversary Party Night Circus - a Masquerade Ball(Date: 2014-04-12)"
Boston Predictive Analytics,iframe srchttpwww.youtube.comembedUvUOAyLlNr0 width420 height315 st,https://www.meetup.com/boston-predictive-analytics,Cambridge,02142,3263,Technology,"Business Intelligence, Data Science, Big Data, R Project for Statistical Computing, Software Development, Professional Networking, Data Visualization, Web Analytics, Data Analytics, Text Analytics, Predictive Analytics, Python, Machine Learning, Data Mining","Twitter Sentiment  Health Predictions  Python, R Text Mining Tutorials(Date: 2011-06-22), Big Data ... Applications From Enterprises to Individuals(Date: 2011-11-15), Founders and Marketers Learn Cutting Edge Startup Marketing(Date: 2012-02-16)"
Boston Tennis Players,"Hello,
This group is for friendly and active tennis playersnbspwho are eager to play ten",https://www.meetup.com/boston-tennis,Cambridge,02142,2892,Sports & Fitness,"Tennis, Outdoors, Fun Times, Social, Fitness, Recreational Sports, Exercise, Sports and Socials, Singles","Monday Tennis at Waldstein Park(Date: 2010-03-22), Monday Tennis at Waldstein Park(Date: 2010-03-22), boston tennis Meetup(Date: 2010-04-04)"
Boston Machine Learning,Gaining the intuition necessary to solve problems with machine learning is challenging. While the,https://www.meetup.com/bostonml,Cambridge,02142,7053,Technology,"Statistical Computing, Open Source, Python, Data Visualization, Machine Learning","Tufts Data Science GIM(Date: 2014-09-22), IPython Notebook Workshop Intro to Data Science(Date: 2014-09-29), Recommender Systems(Date: 2014-10-14)"
Boston Blockchain Network,"The Boston Blockchain Network is a community of 1,800 experts, founders, developers, and other busi",https://www.meetup.com/boston-blockchain-network,Boston,02109,1875,Technology,"Currency Trading, Blockchain, Ethereum, Cryptocurrency, Digital Currency, Bitcoin, Decentralized Systems & Applications, Cryptography, Virtual Currency, Knowledge Sharing, Blockchain Security","Ted Talk Speaker to Discuss Potential of Blockchain Technology(Date: 2017-06-20), Adding Concurrency to Smart Contracts with Maurice Herlihy(Date: 2017-07-19), Discreet Log Contracts with Tadge Dryja(Date: 2017-08-15)"
Gen Robotics Boston,"Getting together the new generation of roboticists and people who love robots in Boston.

If you are",https://www.meetup.com/gen-robotics-boston,Boston,02108,57,Technology,"Open Source, Robotics, Software Development, Web Technology, Web Development, Artificial Intelligence, New Technology, Makers",
Boston Adventure Meetup,Our group is for people who like to socialize while trying new activities. Whether you are into ligh,https://www.meetup.com/boston-adventure-meetup,Malden,02148,1031,Social Activities,"Kayaking, Social, Outdoors, Fun Times, Outdoor Adventures, Stand-up Comedy, Escape Games, Make New Friends, New In Town, Comedy Show, Hiking, Social Networking, Comedy Club, Comedy, Adventure","Boston Lights at the Franklin Park Zoo(Date: 2022-10-01), Drinks and Boda Borg(Date: 2022-10-14), Project Putt(Date: 2022-11-05)"
The Boston Robotics Group,"Promoting technology innovation and marketing collaboration in Robotics. 



Robotics are at the in",https://www.meetup.com/the-boston-robotics-meetup-group,Boston,02210,1492,Technology,"Robotics, Drones, UAV, Unmanned Vehicles, M2M Devices, Artificial Intelligence, Smart Sensors, Embedded Systems, Personal Robots, Autonomous Robots, ROS, Navigation","The Boston Robotics February Meetup(Date: 2009-02-28), The Boston Robotics March Meetup(Date: 2009-03-25), The Boston Robotics April Meetup(Date: 2009-04-28)"
Boston Fishing Enthusiasts,Hi!  Its time for Boston to have a fishing group. New England has the best seafood on the Ea,https://www.meetup.com/bostonfishing,Boston,02125,497,Travel & Outdoor,"Fishing, Saltwater Fishing, Freshwater Fishing, Sports and Recreation, Boating, Outdoors, Bass Fishing, Fly Fishing, Kayak Fishing, Social","go ice fishing!(Date: 2011-02-12), Ice Fishing This Long Weekend?(Date: 2011-02-21), L.L.Bean Dedham Fishing Weekend(Date: 2011-03-19)"
Boston Kubernetes Meetup,"A group for people interested in talking about and hacking on Kubernetes, Googles solution for sche",https://www.meetup.com/boston-kubernetes-meetup,Cambridge,02138,2091,Technology,"Software Development, New Technology, DevOps, Docker, Kubernetes","Key concepts for stateful services, and custom high availability, in Kubernetes!(Date: 2016-03-02), Java-based microservices in Kubernetes and Whats new for 1.2(Date: 2016-05-09), Kubernetes Meetup 3!!(Date: 2016-09-26)"
Meetup for Argo - Boston,"Gather, discuss, and share about the Argo Open Source Project

 Argo Workflows
 Argo Events
 Arg",https://www.meetup.com/the-argo-meetup-boston,Boston,02108,22,Technology,"Linux, Open Source, Cloud Computing, Virtualization, PaaS (Platform as a Service), Configuration Management, DevOps, Continuous Delivery, System Administration","The Argo Meetup with Christopher Lane at Chick-fil-A(Date: 2022-03-08), Meetup for Argo with Ricardo Rocha from CERN(Date: 2022-04-06), Meetup for Argo with Ravi Lachhman from Shipa(Date: 2022-05-05)"
Corks + Melanin Boston,"Welcome to the place where WE enjoy Bottled Poetry

Were a group of complex melanated individuals",https://www.meetup.com/corksandmelaninbos,Boston,02116,93,No category,"Wine, Black Professionals, Wine Tasting, Wine Lovers, Wine and Food Pairing, Black Entrepreneurs, Black Singles, Black Women, Black Men","Holiday Tasting at The Urban Grape(Date: 2021-12-20), Melanin Wine Down(Date: 2022-03-20), Melanin Wine Down(Date: 2022-04-24)"
Polkadot and Kusama - Boston,"Welcome to Polkadot, Boston. This is the place for learning and hacking on Polkadot, a multichain pl",https://www.meetup.com/polkadot-boston,Boston,02108,127,Technology,"Open Source, Software Development, Internet Professionals, Web Technology, CMS (Content Management Systems), Computer Programming, Polkadot, New Technology","An Intro to Polkadot and Substrate(Date: 2020-02-06), Introduction to Substrate Meetup(Date: 2020-03-09), Sub0 Online - A Substrate Developer Community Conference(Date: 2020-04-28)"
Metro Boston Publishers,"Metro Boston Publishers, the flagship regional group of the Independent Publishers of New England I",https://www.meetup.com/metro-boston-publishers,Arlington,02476,32,Writing,"Indie Publishing, Nonprofit, Education & Technology, Authors, Publishers, Writing Workshops, Film and Video Production, Getting Published, Digital Publishing, Self-Publishing, Non-Fiction Writing, Publishing Your Work, Book Publishing, Writing and Publishing","Monetizing Your Intellectual Property(Date: 2019-02-11), The Fastest Way to Success Why You Need to Be a Published Author(Date: 2019-03-14), Metro Boston Publishers Monthly Zoom(Date: 2023-03-15)"
Boston - Scotland Cycling,"SPRING IS HERE EARLY !
We Return to Cycling Early - based on WARM weather Forecasts.
Hope to",https://www.meetup.com/boston-scotland-cycling,Cambridge,02138,555,Travel & Outdoor,"Fitness, Bicycling, Outdoors, Outdoor Fitness, International Travel, Outdoor Adventures, Road Cycling, Adventure Travel, Eating & Drinking, Finding Travel Companions for Adventures, Singles Who Travel, Cycling","Lets Talk Scotland and Cycling,  Sunday NOON, Harvard Square !(Date: 2018-02-18), 3pm- Coffee and Cake(Date: 2018-02-24), Coffee, Chat, Scotland VIDEOS, Thurs. 530pm Harvard Square   3. - 7. Parking(Date: 2018-03-01)"
Boston Ruby Group,"Moved to luma httpslu.mabostonrbhttpslu.mabostonrb 

Boston Ruby Grouphttpslu.ma",https://www.meetup.com/bostonrb,Boston,02210,1085,Technology,"Ruby, Ruby On Rails, Open Source, Web Development, Computer Programming","August Meeting(Date: 2016-08-09), Project Night(Date: 2016-09-06), September Meeting(Date: 2016-09-13)"
Ladies That UX Boston,Our mission is to celebrate and empower women and non-binary people in UX. Were a meetup group for,https://www.meetup.com/ladies-that-ux-boston,Boston,02108,3327,Technology,"Web Design, Information Architecture, Interaction Design, Women in Technology, User Experience, Usability, User Research, UX Design, UI/UX Design, UI Design, Mobile User Experience","A Conversation with Stefania Mallet, CEO of ezCater(Date: 2017-07-20), Building Your Identity Personal Branding For Creatives(Date: 2017-09-21), Tactics for Earning Stakeholder Buy-In(Date: 2017-10-19)"
Boston Data Science,This is a group for data science and analytics professionals and enthusiasts who want to launch a,https://www.meetup.com/boston-data-science,Cambridge,02138,989,Technology,"Python, Innovation, New Technology, Professional Networking, Mobile Technology, Open Data, Technology Startups, Internet Startups","Intro to Python Programming(Date: 2017-05-20), Python for Data Analysis(Date: 2017-06-03), Python for Machine Learning(Date: 2017-06-10)"
UX Writing - Boston,UX Writing is already enjoying amazing growth within the user experience field. Lets continue to,https://www.meetup.com/ux-writing-boston,Boston,02108,134,Technology,"User Experience, Content Strategy, UX Design, UI/UX Design, Content Design","Write Early, Write Often(Date: 2020-06-30), UX Writing Forum - a Digital Event(Date: 2020-07-14), The Science Behind Visual Cues in UXUI Design(Date: 2020-08-25)"
Healthcare Interop Boston,"As Healthcare IT professionals, we know very well the complexity of developing and managing the m",https://www.meetup.com/healthcare-interop-boston,Boston,02108,829,Technology,"Software Development, Healthcare Professionals, New Technology, Medical & Health Sciences, Healthcare IT, Mobile Development, Mobile Health, Open Standards, Healthcare Innovation, Digital Health","Healthcare IT Interoperability An Introduction and Technical Discussion(Date: 2018-07-17), Healthcare Data Sucks Why Coding and Billing Lacks Innovation(Date: 2018-08-21), Healthcare on FHIR A Review of HL7s Hottest Healthcare Technology Standard(Date: 2018-09-18)"
Products That Count Boston,Products That Count is one of the largest and undoubtedly the most influential global network of pro,https://www.meetup.com/productsthatcountboston,Boston,02113,444,Career & Business,"Small Business, Software Product Management, Entrepreneurship, Business Strategy, Small Business Marketing Strategy, Women Entrepreneurs, Business Referral Networking, Product Management, Professional Networking, Startup Businesses","11619 Doppler Labs fmr CEO on Building For Your Ears(Date: 2019-01-16), 21319 Bazaarvoice Product VP on The Power of Pattern Recognition(Date: 2019-02-13), 31219 RetailMeNot fmr Product VP on Simplifying Product Strategies(Date: 2019-03-12)"
Smash Badminton Boston,"The goal of Smash Badminton is to let players from different countries with different cultures, can",https://www.meetup.com/smash-badminton-boston,Boston,02108,97,Sports & Fitness,"Badminton, Sports and Socials, Sports Fan, Co-ed Recreational Sports, Recreational Sports, Pickup Badminton, Doubles Badminton","Wednesday, Jun 14, 1600 - 1800, Singles For Intermedium to Advanced Level MIT(Date: 2023-06-14), Monday, Jun 26, 815 - 945, Singles For Intermedium to Advanced Level MIT(Date: 2023-06-26), Wednesday, Jun 28, 815 - 945, Singles For Intermedium to Advanced Level MIT(Date: 2023-06-28)"
Kite Krusaders Boston,"This group is for ANYONE who loves everything kites! We are looking for kite flyers, people who have",https://www.meetup.com/kite-krusaders-boston,Boston,02108,19,Travel & Outdoor,"Kites, Amateur Film Makers, Outdoors, Crafts, Park, Artists, Fun Times, Handmade Crafts, Gay Outdoors, Parks & Recreation, Paper Crafts, Makers, Animals, Outdoor Adventures, Volunteering",
Boston Soccer Practice,"Welcome to our co-ed soccer meetup group! Whether youre a seasoned pro or a newbie to the game, we",https://www.meetup.com/boston-soccer-practice,Boston,02111,137,Sports & Fitness,"Soccer, Pickup Soccer, Co-ed Soccer, Outdoor Soccer, Futbol, Sports and Recreation, Sports and Socials","Friday Soccer  Lederman Park(Date: 2023-04-14), Evening Soccer  Lederman Park(Date: 2023-04-17), Evening Soccer  Lederman Park(Date: 2023-04-21)"
Indie Rock Boston,This group is for the live music addict! Going to a show solo and looking for a buddy? Looking to,https://www.meetup.com/indierockboston,Boston,02108,3732,Music,"Live Music, Concerts, Music, Musicians, Nightlife, Fun Times, Dancing, Performing Arts, Art, Rock Music, Social Networking, Social, New In Town, Dining Out","Fionn Regan - Lizard Lounge - Cambridge(Date: 2007-09-28), !!!Concert and Pre-show Party(Date: 2007-10-12), Michael Ian Black and Michael Showalter - Thursday(Date: 2007-11-29)"
Boston Video Editors,"Were just starting up so help us grow!

Join us at the Boston Video Editors Meetup.com group fo",https://www.meetup.com/boston-video-editors,Boston,02118,17,Career & Business,"Coffee, New Career, Creative Circle, Career Network, Social Media Marketing, Professional Networking, Video Editing, Online Video Marketing, Film and Video Production, Videography, Creatives, Film and Video Editing, Freelance Editors",
Boston Nightlife Group,"Welcome to the Boston NightLife Group! Were here for clubbing, lounging, and meeting fun and int",https://www.meetup.com/bostonnightlife,Boston,02115,7053,Social Activities,"Singles, Music, Outdoors, Adventure, Travel, Live Music, Fun Times, Women's Social, Social, New In Town, Nightlife, Dancing, Social Networking, Movie Nights","Boston Night Life September Meetup(Date: 2004-09-14), Boston Night Life October Meetup(Date: 2004-10-12), Boston Night Life November Meetup(Date: 2004-11-09)"
Boston Sprinting Club,"Boston Sprinting Club  Fun, Fast, and Exhilarating!

Rediscover the thrill of running as fast as yo",https://www.meetup.com/boston-sprinting-club,Boston,02108,39,Sports & Fitness,"Running, New In Town, Make New Friends, Fitness, Fun Times, Exercise, Social Networking, Sprinting",Sprinting Along the Charles River(Date: 2024-08-27)
Qlik Meetup - Boston,"Qlik Meetups are for Qlik users by Qlik users. At the core, Qlik Meetups are for Qlik technology end",https://www.meetup.com/qlik-meetup-boston,Boston,02108,49,Technology,"Business Intelligence & Data Warehousing, Business Intelligence in Cloud, Data Science, Business Intelligence Tools, Big Data, Qlik Sense, Data Analytics, Qlik","Qliks ML Journey Enrich your data with AutoML, LLM and MLOps(Date: 2024-05-30), Qlik AutoML in Action Practical Steps from Data Preparation to Real Insights(Date: 2024-07-16), Qliks AI Capabilities(Date: 2024-10-01)"
Boston Vegetarian Meetup,"A meetup is where people with similar interests get together and hang out.
s",https://www.meetup.com/boston-vegetarian-meetup,Cambridge,02138,851,No category,"Vegetarian, Vegan, Animal Rights & Welfare, Wellness","Boston Vegetarian March Meetup(Date: 2003-03-12), Boston Vegetarian April Meetup(Date: 2003-04-09), Boston Vegetarian May Meetup(Date: 2003-05-14)"
Boston Internet Marketers,"We are a group of Internet marketers, business owners, and Web professionals who get together to dis",https://www.meetup.com/boston-internet-marketers,Jamaica Plain,02130,302,Technology,"Online Marketing, Entrepreneurship, Social Networking, Web Technology, Internet Professionals","Spring Internet Marketing Profits Meetup(Date: 2010-04-14), Be At MA Statehouse Thursday Morning 1030 am(Date: 2011-04-07), Internet Marketing Classes at the BCAE(Date: 2011-05-14)"
GDG Boston Android,GDG Boston Android is all about the Android Platform. We are a group of people that foster learning,https://www.meetup.com/boston-android,Boston,02108,2705,Technology,"Mobile Technology, Computer Programming, Mobile User Experience, Android Development Operating Systems Technology, Android, Software Development, Mobile Development, New Technology","Hackfest(Date: 2010-10-04), Hackfest(Date: 2010-10-04), Hackfest(Date: 2010-10-18)"
Quantified Self - Boston,Quantified Self - Boston QSboston is a regular show and tell for people who are t,https://www.meetup.com/qsboston,Cambridge,02139,1357,Technology,"Wellness, Professional Networking, Self Exploration, Web Technology, Business Strategy, New Technology, Self-Help & Self-Improvement, Self-Empowerment, Quantified Self, Healthy Living, Fitness, Entrepreneurship, Mobile Technology, Social, Qsmap, Startup Businesses","Boston Quantified Self -- first meetup!(Date: 2010-03-03), Boston Quantified Self Meetup 2(Date: 2010-06-01), Boston QS 3(Date: 2010-08-10)"
Boston Portrait Photographers,We are looking to capture beautiful light paths that fall on human forms. We will explore and sha,https://www.meetup.com/bostonportraitphotographers,Cambridge,02138,1086,Hobbies & Passions,"Portrait Photography, Glamour Photography, Studio Photography, Photography, Digital Photography, Model Photography, Modeling","First Meetup for NE X-treme(Date: 2007-12-22), Spring Trips Meeting(Date: 2008-03-19), Womens Roller Derby(Date: 2009-05-16)"
Streamlit Community in Boston,Streamlit developers and users community in Boston,https://www.meetup.com/streamlit-community-in-boston,Boston,02108,8,Technology,"Education & Technology, New Technology, Web Development, Technology, Computer Programming, Software Development, Web Technology, Big Data",
Boston Futurist Society,"Driven by the motivation to predict, influence and create the future. Lets gather together and f",https://www.meetup.com/boston-futurist-society,Boston,02215,359,Technology,"Futurology, Artificial Intelligence, Open Source, Robotics, Transhumanism, Space Exploration, New Technology, Education & Technology, Nanotechnology, Machine Learning, Entrepreneurship, Automation, Brain Computer Interface, Decentralized Systems & Applications","Michio Kaku Talk(Date: 2014-03-05), Discuss The Story Manna And Imaginary Futuristic Technology(Date: 2014-03-19), 3D Printing Demo With MakerBot(Date: 2014-04-06)"
OWASP Boston Chapter,The Open Web Application Security Project OWASP is a 501c3 worldwide not-for-profit charita,https://www.meetup.com/owaspboston,Boston,02116,1711,Technology,"Web Security, Web Application, White Hat Hacking, Information Security, Application Development, Application Security, Software Security, Computer Security, Computer Programming, Programming Languages, Web Application Security, OWASP","Training Session - Application Security - SQLi, WebGoat(Date: 2014-03-05), Training -SQL Injection real exploit, OWASP ZED Attack Proxy(Date: 2014-06-04), Grails Security and Validating Cross-Site Scripting Vulns with xssValidator(Date: 2014-07-08)"
Boston Virtual Reality,"Were here to talk about, program, share, and demonstrate software, hardware, and ideas for the upco",https://www.meetup.com/boston-virtual-reality,Cambridge,02139,6668,Games,"Virtual Reality (VR), Augmented Reality, VR Glasses, Virtual Worlds, Oculus Rift, Software Development, Video Game Design, Game Design, Hardware, The Future of Video Games, Human-Computer Interaction, Stereoscopic Equipment and Methods","Demo Night(Date: 2014-01-28), Come to Venture Cafe and enjoy a night of VR.(Date: 2014-03-25), Big Data and VR Demo NIght(Date: 2014-04-24)"
Cuisine Safari - Boston,This is a group for those not intimidated with trying different ethnic cuisines in and outside of,https://www.meetup.com/cuisine-safari-boston,Boston,02116,310,No category,"Ethnic Food, Ethnic Dining & Cooking, Foodie, Eating & Drinking","Tea at the Taj Saturday December 14  130 seating(Date: 2013-12-14), Meetup at Vejigantes Puerto Rican Restaurant(Date: 2014-01-16), Meetup for Indian food buffet at Singhs Cafe(Date: 2014-02-01)"
Designers + Geeks Boston,"Bringing designers  geeks together to talk shop, startups, and do some knowledge sharing. All ty",https://www.meetup.com/designersgeeks-boston,Cambridge,02139,1950,Technology,"Web Design, Graphic Design, Python, Software Development, New Technology, Interaction Design, Web Technology, Web Development, iOS Development, Computer Programming, User Experience, Ruby On Rails, Mobile Development, Internet Startups","Social Mixer(Date: 2014-02-06), Social Mixer(Date: 2014-03-18), April Social Mixer(Date: 2014-04-10)"
Boston Netezza Meetup,This Meetup is for any existing PureData for Analytics aka Netezza customers who want to swap h,https://www.meetup.com/boston-netezza-meetup,Boston,02201,23,Technology,"Business Intelligence, Big Data, Business Intelligence & Data Warehousing, Data Analytics, Predictive Analytics, Business Analytics, Data Science",Analytics in the Cloud - inside IBMs dashDB and BlueMix(Date: 2015-04-30)
Boston Marketing Technology,"Boston Marketing Technology is a community of 1,900 marketers and marketing enthusiasts interested",https://www.meetup.com/boston-marketing-technology,Boston,02109,1986,Technology,"New Media, Software Development, New Technology, Technology, Social Media, Online Marketing, Professional Networking, Mobile Technology, Big Data, Technology Professionals, Digital Marketing, Predictive Analytics, Marketing Strategy, Inbound Marketing, Marketing Automation","Organizational Meeting Boston Marketing Tech Meetup(Date: 2014-12-15), February 23rd Boston Marketing Technology Group Meeting(Date: 2015-02-23), July 2015 Marketing Technology Group Meeting!(Date: 2015-07-09)"
Boston Blogging Meetup,Welcome to the NEW 2024 Boston Blogging Meetup! The goal of this meetup is to collaborate with like-,https://www.meetup.com/boston-bloggers-meetup,Boston,02109,323,Technology,"WordPress, Social Media, Online Marketing, Blog Marketing, Blogging, Market Your Business through Blogging, Blogging for Business, Food Bloggers, Travel Blogging","Stay on Track Blogging in 2015(Date: 2015-02-05), March Meetup-SEO for Your Blog Get More Readers and Dominate Search(Date: 2015-03-12), April Meetup Keeping your Blog Topics Fresh and Interesting(Date: 2015-04-23)"
PyData Boston - Cambridge,"PyData is an educational program of NumFOCUS, a 501c3 non-profit organization in the United States",https://www.meetup.com/pydata-boston-cambridge,Boston,02115,2394,Technology,"Data Science using Python, Python, Julia Programming Language, Programming in R, Machine Learning, Data Visualization, Open Source","PyData - Boston -Cambridge - Inaugural Meet up(Date: 2015-01-15), PyData Presentation Night(Date: 2017-01-24), PyData Presentation Night(Date: 2017-03-01)"
Boston Footwear Designers,"This group is dedicated to professional and aspiring designers of shoes, sneakers, sandals, boots",https://www.meetup.com/footwear,Boston,02108,147,Career & Business,"Fashion and Style, Fashion Industry, Shoes, Fashion Design","Footwear Designers Meet and Greet!(Date: 2011-07-27), Discuss Bespoke Shoe Making and Design(Date: 2011-11-09), Womens Shoemaking Demo-postponed to March 6(Date: 2012-03-06)"
Boston's Social Nerds,"Meet up with other people interested in Sci-fiFantasy, Video games, Board games, Anime, Internet",https://www.meetup.com/bostonnerds,Cambridge,02139,2375,Hobbies & Passions,"Japanese Culture, Sci-Fi/Fantasy, Video Games, Anime, Social, Outdoors, Nightlife, Movie Nights, Watching Movies, Dining Out, 20's-30's, Comic Books, Geek Culture, Live Music","Movie Night(Date: 2012-08-19), Zombie Double Feature at Boston Playwrights Theatre(Date: 2012-08-25), Bostons Social Nerds Official group kickoff.(Date: 2012-08-31)"
Boston Twisted Python,A meetup for Boston-area Twisted Python developers. Most o,https://www.meetup.com/boston-twisted-python,Somerville,02144,91,Technology,"Technology, Computer Programming, Python, Software Development, Internet Professionals, Web Development, Web Technology, Open Source, Asynchronous Programming","Twisted Sprint(Date: 2012-07-14), Twisted Development Sprint(Date: 2014-11-01)"
Boston EdTech Meetup,The Boston EdTech Foundation seeks to build a diverse edtech community where current professional,https://www.meetup.com/boston-edtech-meetup,Boston,02112,4473,Science & Education,"Education & Technology, Education Technology Startups, Education Entrepreneurs, Instructional Design, Mobile Learning, K-12 Education, Educational Apps, E-Learning, Online Education, Teachers, Innovation, Learning, New Technology","Lightning Talks  Networking(Date: 2013-06-17), Delivering an Online Learning Experience, the LMS and beyond(Date: 2013-10-21), Massachusetts DESE Open Data Focus Group Meeting(Date: 2013-12-16)"
Boston Social Club,"I created this group for people who enjoy everything the Boston night life has to offer, and who",https://www.meetup.com/boston-social-club,Boston,02114,128,Social Activities,"New In Town, Social, Social Networking","Harvard Gardens Meetup(Date: 2011-10-01), Boston Museum of Fine Arts(Date: 2011-10-07), Trivia night at Clerys(Date: 2011-10-19)"
Boston Local Foodies,"We love food and culture! This group is about good food, connectivity and fun with a focus",https://www.meetup.com/boston-local-foodies,Cambridge,02138,883,No category,"Farmers Market, Cooking, Recipes, Gardening, Organic Foods, Slow Food, Ethnic Food, Green Living, Wine and Food Pairing, Foodie, Organic Gardening, Sustainable Food, Local Food, Craft Beer","Seafood Throwdown-Mei Mei Food Truck vs. Tres Gatos at Egleston Farmers Market(Date: 2013-02-16), Celebrate the Fruits of Our Ocean at the Dorchester Farmers Market- Free Event(Date: 2013-02-17), Jazz Under Glass- A Fundraiser for The Dudley Greenhouse(Date: 2013-02-24)"
