Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Boston Applied Data Engineering Community Meetup,Data engineering is taking the world of data science by storm. More and more organizations are l,https://www.meetup.com/boston-data-engineering-meetup-group,Boston,02108,222,Technology,"Python, Open Source, Data Visualization, Data Science, Artificial Intelligence, Machine Learning, Apache Spark, Data Engineering, Data Pipelines, Software Engineering, Data Analytics, Predictive Analytics, Data Mining, Big Data, AI Algorithms","Free Virtual Data Engineering Summit 2023(Date: 2023-01-18), Open source Data Lake Mgmt, Curation, and Governance for NewGrowing Companies(Date: 2023-01-25), Live Training Introduction to Fraud and Anomaly Detection(Date: 2023-02-08)"
The Boston Metal Meetup Group,"Unite with other metalheads in the Boston area.  Check out shows, recommend bands and discuss all th",https://www.meetup.com/bostonmetal,Waltham,02451,367,Music,Heavy Metal,"Iron Maiden(Date: 2006-10-06), Middle East Dying Fetus, Skeleton Witch, Demericous, The Absence(Date: 2007-11-03), John Harvards Brew House in Harvard Square(Date: 2007-12-13)"
Meet New People 20s to 30s Boston,Life is full of positivity and cool people there are a lot of amazing people out there you havent,https://www.meetup.com/meet-new-people-20s-to-30s-boston,Boston,02108,66,Social Activities,"New In Town, Nightlife, Social Networking, Fun Times, Happy Hour, Dance Parties, Clubbing, Dinner Parties, Partying","Meet New PeopleBoston(Date: 2024-08-08), Meet New PeopleBoston(Date: 2024-08-08), Meet New PeopleBoston(Date: 2024-08-08)"
3 Steps to Spanish Fluency: Online Workshops Boston,"This group is for people wishing to learn Spanish to a high level of competency, especially if they",https://www.meetup.com/3-steps-to-spanish-fluency-online-workshops-boston,Boston,02108,24,Identity & Language,"Retirement Planning, Travel, Bilingual Children, Spanish Culture, Bilingual Moms, Retired, Spanish, International Travel, Bilingual Spanish/English, Spanish Speakers, Seniors, Latino Culture","3 Steps to Spanish Fluency Online Workshop.(Date: 2024-10-01), 3 Steps to Spanish Fluency Online Workshop.(Date: 2024-10-01), 3 Steps to Spanish Fluency Online Workshop.(Date: 2024-10-03)"
Real Estate Networking/Education Meeting in Boston,"Connect with entrepreneurs in Boston
Boston AREIA was founded in 2007 to give opportunities, educati",https://www.meetup.com/bostonrealestateentrepreneurs,Boston,02108,1098,Career & Business,"Real Estate Investors, Landlords & Property Managers, Home Buyers, Real Estate Agents","ForeclosuresMass Turning the Key Getting Clear For a Great Next Year(Date: 2006-12-07), ForeclosuresMass Turning the Key The Perfect Market for Investing(Date: 2007-01-04), ForeclosuresMass Turning the Key Finance Panel(Date: 2007-02-01)"
Wonderful Women Over 60 - Boston and Beyond!,"PLEASE READ THIS IMPORTANT INFORMATION IN FULL

We are a warm and welcoming group, so have no",https://www.meetup.com/wonderful-women-over-60,Chestnut Hill,02467,81,Social Activities,"Women's Social, Women Over 60, Dining Out, Fun Times, Outdoors, Walking, Museums & Galleries, Recreational Sports, Make New Friends","Downtown tulips and swans!(Date: 2023-05-09), Group kickoff lunch(Date: 2023-05-27), Lunch at Trillium ONLY.  Walk at Houghtons Pond cancelled due to rain.(Date: 2023-06-24)"
"Boston Horror Society (films, conventions, etc)",Calling all horror fanatics! Many of us have friends who look at us a little strange when we star,https://www.meetup.com/boston-horror-society-films-conventions-etc,Boston,02116,908,Hobbies & Passions,"Horror Fiction, Halloween Parties, Watching Movies, Horror Films, B-Movies, Film, Movie Nights, Horror Writing, Sci-Fi/Fantasy, Horror Geeks, Book Club, Cult Films, Conventions","Boston Horror Society Introductory Meeting(Date: 2015-05-19), We Are Still Here- Midnight Screening(Date: 2015-05-23), Night of the Comet(Date: 2015-05-29)"
Boston & Nationwide Lesbian/Bi/Trans Dating Events,"LesbianBiTransQueer Speed Dating Events

 If youre frustrated with dating apps and are look",https://www.meetup.com/boston-lesbian-mixers-events-activities,Boston,02108,2810,Identity & Language,"Gay Professionals, LGBT+, Lesbian Dating, Lesbian Social Networking, Single Lesbians","LesbianBisexual Speed Dating 2.0(Date: 2016-10-27), Holiday LesbianBisexual Fast Flirting 2.0  Mixer(Date: 2016-12-14), Love Machine  Fast Flirting Special Valentines Day Event, Boston, February 11(Date: 2017-02-11)"
Boston's social strategy (and slightly silly) gamers,Please note that you must have a recognizable picture of yourself that includes your face as one,https://www.meetup.com/boston-social-strategy-gamers,Boston,02118,2624,Games,"Games, Strategy Games, Board Games, Social, Game Night, European Board Games, Tabletop Board Games, Gaming, Strategy Board Games, Fun Times","Meetup numero uno!(Date: 2011-04-23), Strategy Games at Pandemonium(Date: 2011-05-15), Strategy Games at Pandemonium(Date: 2011-05-15)"
Play Guitar Boston | Classes and Jams,"Guitar lesson and music jam in downtown Boston area welcoming players of all levels. Beginners, don",https://www.meetup.com/boston-guitar-group,Boston,02115,839,Music,"Guitar, Beginner Guitar, Guitar Lessons","Study guitar fundamentals(Date: 2014-09-20), Group Class for Beginners(Date: 2014-09-27), Group Class for Beginners(Date: 2014-10-04)"
Best Yet!  Beach Volleyball - Boston,"Experience a welcoming, social and engaging environment with high-level volleyball. Youre sure to m",https://www.meetup.com/best-yet-beach-volleyball-boston,Boston,02108,847,Sports & Fitness,"Volleyball, Make New Friends, Sports and Recreation, Social, Beach Volleyball, Outdoor Volleyball, Friendship for the Lonely, Exercise, Recreational Sports, Co-ed Adult Volleyball, Co-ed Sand Volleyball, Fitness, Co-ed Beach Volleyball, Pickup Volleyball","LIFT OFF!  2pm Sunday Volleyball 1 at Carson Beach  2  Intermediate  up(Date: 2021-09-19), FALL FUN!  2pm Sunday Volleyball 2 at Carson Beach  2  Intermediate  up(Date: 2021-09-26), AUTUMN PLAY!  2pm Sunday Volleyball 3 at Carson Beach  2  Intermediate  up(Date: 2021-10-03)"
Boston Stand-up Comedy Fans,Welcome to the Boston Stand-up Comedy Fans Meetup Group! If you love laughing until your sides hurt,https://www.meetup.com/boston-stand-up-comedy-fans,Boston,02108,77,Social Activities,Stand-up Comedy,"Nash Bar Comedy Event(Date: 2024-07-30), Comedy at The Dot Tavern(Date: 2024-08-01), Laugh Boston Show(Date: 2024-08-03)"
