OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,ShapeSTArea,ShapeSTLength
296,Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.03202902,0 Quinn Way,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,331,INFO_Reallocation From Dept,331,YES,02132,2002313000,0,1395.08695901842,181.969756499426
297,Fenelon Street Playground,City of Boston,A97,3,Dorchester,0.19241198,20 Fenelon Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,114,PARK_Maintenance_Ground Maintenance,114,YES,02121,"1401025000,1401014000",2005,8380.89666761758,388.483560840795
298,Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.35813587,23 Bellevue Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,293,PARK_Maintenance_Region 2,293,YES,02125,"1502968010,1502955010",0,15599.3316301198,546.333349104254
299,Allandale Woods ROW,Private,A97,6,West Roxbury,0.16386259,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,BPRD,X,X,,,,PARK_Maintenance_Ground Maintenance,1018,YES,02132,2003601001,0,7137.36259466119,777.151211471408
300,St Helena's Park,City of Boston,A97,3,South End,0.17481047,115 Union Park Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,291,PARK_Maintenance_Region 6,291,YES,02118,0801081010,1991,7614.23597676495,352.523984803779
301,Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.42343944,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,BCC,,INFO_Reallocation From Dept,1019,YES,02135,,0,18443.8365366247,770.901282899472
302,Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.23395832,74 Orlando Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,109,PARK_Maintenance_Region 2,109,YES,02126,"1802181000,1802182000,1802180000",0,10190.5083050225,406.765879020809
303,Millennium Park II,City of Boston,A97/SURF/WPA,6,West Roxbury,8.33222815,300 Gardner Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Dump Shoreline Urban Wild,BCC,,PARK_Maintenance_Ground Maintenance,1020,YES,02132,2009010000,0,362928.052824727,2457.21400902919
304,North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,2.34133036, ,Special District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3064,YES,02114,,0,101981.995067081,1503.94223437947
305,Bremen Street Park I,MassDOT,CAT Mit,3,East Boston,17.78916058, ,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4051,YES,02128,,0,774851.828184251,8371.50571651022
306,South Bank Park,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Central Boston,2.39521477,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Revere Plaza,DCR,,INFO_Reallocation From Dept,3065,YES,02114,,0,104328.774995224,3270.72372364195
307,Lincoln Street Green,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.17757051,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,,,INFO_Reallocation From Dept,4056,YES,02111,,0,7734.47266281366,516.332799981934
308,Chinatown Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.84197364, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcel 23b,,,INFO_Reallocation From Dept,4058,YES,02111,,2008,36674.0203504879,2766.24143891288
309,Armenian Heritage Park,MassDOT,A97/Acts2008Ch306/CAT Mit,1,Central Boston,0.2538375, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X,,,,INFO_Reallocation From Dept,4059,YES,02110,,2012,11056.4612815922,421.062161662471
310,Endicott Triangle,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,0.03843055,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Rose Kennedy Greenway Parcel 5,,,INFO_Reallocation From Dept,4061,YES,02113,,0,1673.928997111,201.013377729485
311,Dewey Square Parks,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.64044907, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,"RFK Greenway Parcels 19,21,22",,,INFO_Reallocation From Dept,4063,YES,"02110, 02210",,2008,115010.281172207,2887.46852818425
312,Federal Reserve Bank Harborwalk,City of Boston,,1,Central Boston,0.08032794, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2057,YES,02210,,0,3498.8399939831,584.697737926931
313,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73915412,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7090,YES,02210,,0,32199.3224444468,905.949763441771
314,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06115193, ,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7091,YES,02210,,0,2666.78809881938,407.901235057816
315,North End Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,2.82787538, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 8&10,,,INFO_Reallocation From Dept,4068,YES,"02109, 02113",,0,123174.577714914,2086.97328446124
316,Wharf District Park,MassDOT,A97/Acts2008Ch306/CAT Mit/RFK,1,Central Boston,4.71128786, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,NULL,X,X,Kennedy Greenway Parcels 14-17,,,INFO_Reallocation From Dept,4069,YES,"02110, 02109",,2008,205210.581564217,3896.12299160002
317,McGann Park,City of Boston,A97,3,Hyde Park,0.88087107,240 West Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,192,PARK_Maintenance_Ground Maintenance,192,YES,02136,,0,38368.0754832008,912.454840770028
318,Bay Village Garden,City of Boston,A97,5,Central Boston,0.01815408,32 Melrose Street,Open Space District,"Malls, Squares & Plazas",BPRD,Private,X,X,Melrose Park,BPRD,016,PARK_Maintenance_Ground Maintenance,16,YES,02116,0500757000,0,790.737205225551,112.305234917894
319,Bussey Brook Meadow II,MBTA,,7,Jamaica Plain,1.25776152,Opposite 376 Arborway Street,Open Space District,Open Land,NULL,NULL,N,X,Arnold Arboretum IV,MBTA,,INFO_Reallocation From Dept,4070,YES,02130,1902833000,0,54784.0233016023,1355.19956488082
320,Franklin Park II,City of Boston,A97/LWCF/USH/Lease,3,Roxbury,16.44115769, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"""Sausage Lot""",DCR,,INFO_Reallocation From Dept,2172,YES,02121,1203486000,0,716128.204274616,5477.28763718678
321,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.96367385,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,,,INFO_Reallocation From Dept,1021,YES,02135,,0,41975.0710207265,1141.8214961
322,Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.60073766,1215R Centre Street 200-232 Allandale Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels,BCC,,PARK_Maintenance_Ground Maintenance,1022,YES,"02130, 02132","2003598000,2003590500",0,461736.413527525,3521.63176938256
323,Mattahunt Woods II,Private,WPA,8,Mattapan,3.40667513,50 Canaan Street (at Kennebec St),Residential District,Other Open Land,Private,NULL,N,,,,,INFO_Reallocation From Dept,7104,NO,02126,"1802358000,1802561000,1802372000,1802371000,1802617000,1802349000,1802611000,1802351000,1802350000,1802370000,1802558000,1802360000,1802608000,1802628000,1802603000,1802604000,1802613000,1802359000,1802367000,1802368000,1802643000,1802355000,1802373000,1802618000,1802354000,1802361000",0,148384.440591902,5059.1527353831
324,BPL Courtyard,City of Boston,,1,Back Bay/Beacon Hill,0.18670139,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2073,NO,02116,,0,8132.18146412016,435.759966422188
325,Sharon's Park,City of Boston,A97,1,Dorchester,0.31493329,840 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,,INFO_Reallocation From Dept,2176,YES,02125,,2009,13717.6830958584,759.354609787238
326,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,8.85081077,20 Cannan Street (at Colorado Street),Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1023,YES,02126,"1802352000,1802568000,1802356000,1802624000,1802556000,1802570000,1802663000,1802567000,1802576000,1802575000,1802564000,1802573000,1802559000,1802670000,1802637000,1802347000,1802647000,1802646000,1802641000,1802644000,1802638000,1802609000,1802353000,1802614000,1802574000,1802557000,1802610000,1802621000,1802626000,1802571000,1802348000,1802665000,1802666000,1802667000,1802648000,1802645000,1802639000,1802616000,1802640000,1802629000,1802607000,1802615000,1802668000,1802623000,1802583000,1802627000,1802605000,1802601000,1802612000,1802606000,1802669000,1802619000,1802622000,1802602000,1802625000,1802642000,1802620000,1802560000,1802562000,1802572000,1802569000,1802555000,1802563000",0,385514.762939474,7361.79374161311
327,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52464693,5119 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,020,PARK_Maintenance_Region 4,20,YES,02132,2003044000,0,22852.016768474,762.397365941559
328,Algonquin Square,City of Boston,A97,1,Dorchester,0.03890156,2 Algonquin Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,003,PARK_Maintenance_Region 2,3,YES,02124,ROW,0,1694.43943361609,215.769327881703
329,Robert G. Lawson Park,City of Boston,A97,1,Roxbury,0.12211615,1 Atherton Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Egleston Plaza I,BPRD,102,PARK_Maintenance_Region 3,102,YES,02119,"1101279000,1101013000",0,5319.01478975817,466.719467096827
330,Hunt Playground II,City of Boston,,3,Mattapan,0.18639601, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,,PARK_Maintenance_Ground Maintenance,2178,YES,02126,,0,8118.84331788331,598.070865454939
331,Golden Stairs Terrace Park II,City of Boston,,1,East Boston,0.07587316, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Golden Stairs,BPWD,,PARK_Maintenance_Ground Maintenance,2077,YES,02128,ROW,0,3304.82936544958,536.673103921347
332,Foley Square,City of Boston,A97,1,Hyde Park,0.14070438,635 Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Lt. Robert M. Foley Square; Greenwood Squre",BPRD,138,PARK_Maintenance_Region 4,138,YES,02136,ROW,0,6128.65970999113,304.633897497169
333,Jones Square,City of Boston,A97,1,Hyde Park,0.04306554,80 Milton Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,340,PARK_Maintenance_Region 4,340,YES,02136,ROW,0,1875.79929373766,216.054283040485
334,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.00812584,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7116,YES,02129,,0,43910.9722933693,2753.05119390125
335,Roslindale Wetlands Urban Wild,City of Boston,A97/LAND/WPA,6,Roslindale,9.58705106,40 Selwyn Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1024,YES,02131,"2005156000,2005137000,2005162000,2005148000,2005146000,2005157000,2005161000,2005171000,2005163000,2005121100,2005147000,2005159001,2005170000,2005158000,2005145000,2005169000,2005141000,2005143000,2005164000,2005144000,2005151000,2005153000,2005160000,2005154000,2005159000,2005195010,2005195000,2005152000,2005149000,2005155000,2005140000,2005138000,2005150000",0,415126.00902354,4920.35239895293
336,Webster Square,City of Boston,A97,1,Hyde Park,0.05439216,18 Webster Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,315,PARK_Maintenance_Region 4,315,YES,02136,ROW,0,2369.16244299202,194.43974170761
337,Wolf Square,City of Boston,A97,1,Roxbury,0.02279554,190 Harold Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,327,PARK_Maintenance_Ground Maintenance,327,YES,02121,ROW,1920,992.9082683097,135.036801717945
338,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03458118,105 Beacon Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,329,PARK_Maintenance_Region 4,329,YES,02136,ROW,0,1506.24400745908,168.39295495826
339,East Boston Memorial Park II,Massport,CAT Mit/Esment,3,East Boston,1.80074841, ,Open Space District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,BPRD,N,X,Mass DOT Park Easement_East Boston Memorial Park,Mass DOT,,INFO_Reallocation From Dept,4074,YES,02128,"0104164011,0104164009",0,76608.3865292416,3172.20817787633
340,East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,3.25828701, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,4016,YES,02128,0104126000,0,141900.270129437,4785.78983409971
341,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.00973802, ,Industrial District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4075,YES,02128,,0,424.158576372123,84.2252775051892
342,Bussey Brook Meadow I,City of Boston,A97/WPA,6,Jamaica Plain,24.6767483,255 South Street,Open Space District,Urban Wilds,BPRD,BPRD,X,X,Arnold Arboretum III,BPRD,038,PARK_Maintenance_Ground Maintenance,38,YES,02130,"1902824000,1902823000,1902836000",0,1074839.14341286,7523.32780423021
343,Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.15264166, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3068,YES,02130,,0,44976.2553951027,4168.05468148528
344,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29445592,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Spring House CR,,,PARK_Maintenance_Ground Maintenance,1025,YES,"02130, 02132",2003594000,0,274167.474320883,2284.32770589859
345,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78226138,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds,BCC & TTOR,BPRD,X,X,Snow Place Easement,,,PARK_Maintenance_Ground Maintenance,7122,YES,02132,2003597005,0,121187.429044654,1642.88928826672
346,Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.08833499,130 Northern Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7128,YES,02210,,0,3847.62518666132,384.248874838605
347,Back Bay Fens,City of Boston,A97/LWCF/UPARR/NRHP/WPA/Ch91,3,Fenway/Longwood,70.10028354,100 Park Drive (Clemente Field House) 125 The Fenway (Emerald Necklace Conservancy) 50 Park Drive (Duck House)  1 Evans Way (Evans Way) Forsyth Way (Roadway)   70 Park Drive (Rose Garden)   35 The Fenway (Mother's Rest) 20 Park Drive (Victory Garden) 89,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",BPRD,013,PARK_Maintenance_Region 3,13,YES,"02115, 02215","0504175001,0401705000,0504175000",1877,3053367.00050934,22839.9804344959
348,Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Longwood,17.1859298,"440 Park Drive; 300 Park Drive (Sears Parcel)",Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""",BPRD,263,PARK_Maintenance_Region 3,263,YES,02215,"0401994002,0401994001,0401965000,0401994000",1890,748570.330790337,8745.03520290562
349,Riverway III,City of Boston,A97/NRHP/GPOD,3,Mission Hill,5.29710791,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,264,PARK_Maintenance_Ground Maintenance,264,YES,"02115, 02215","0401965000,1000318000",0,230726.90571443,4197.08590925841
350,Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Mission Hill,1.92234381,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3069,YES,"02115, 02215",,0,83731.7872516478,7682.55434664957
351,Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.73817701,"345 Jamaica Way
507 Jamaica Way",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank,BPRD,163,PARK_Maintenance_Region 3,163,YES,02130,1902186000,0,4257189.26232948,8048.4974292996
352,Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,1.48764482,"Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3070,YES,02215,,0,64797.7794431697,2714.02390247589
353,Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,0.60408234,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens,,,INFO_Reallocation From Dept,3071,YES,02215,,0,26312.1059437575,3227.68119417163
354,Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12376056,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,John McCormack Park,,,INFO_Reallocation From Dept,3072,YES,02125,1303249000,0,5390.63876162799,304.1636322863
355,Boylston Street I,City of Boston,A97,2,Fenway/Longwood,0.61687744,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,DCR,,INFO_Reallocation From Dept,2186,YES,02215,,0,26869.3749816859,3493.54497115658
356,Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,1.78015257,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,,,INFO_Reallocation From Dept,3074,YES,"02115, 02215",,0,77538.4311689872,6619.41213448397
357,The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,0.7685747,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,,,INFO_Reallocation From Dept,3075,YES,"02115, 02215",,0,33476.9431678825,2449.84968830739
358,Park Drive I,City of Boston,A97/NRHP,2,Fenway/Longwood,5.09545412,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,2187,YES,02215,,0,221925.201122743,18730.4455768279
359,Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,1.38266086,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle,,,INFO_Reallocation From Dept,3077,YES,02215,,0,60224.7659960587,5451.92797128918
360,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Longwood,0.84452826,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X,N,Back Bay Fens,BFD,338,INFO_Reallocation From Dept,338,YES,02215,,0,36785.2661450775,1398.95423961016
361,Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Longwood,2.36332055,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,,,INFO_Reallocation From Dept,3078,YES,02215,,0,102939.58020723,9141.60206942252
362,Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Longwood,0.44906601,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,DCR,,INFO_Reallocation From Dept,2188,YES,02215,,0,19560.0212707403,1342.58819772845
363,Commonwealth Avenue Mall I,City of Boston,A97/LWCF/NRHP,1,Back Bay/Beacon Hill,10.87118254,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,062,PARK_Maintenance_Region 1,62,YES,"02115, 02116, 02215","0503371500,0503575500,0503817500,0502824500,0502875500,0502921500,0502939500,0503391500,0503564500",0,473518.374257088,13623.3566743254
364,Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.33933367, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3080,YES,02131,,0,14779.7340514328,3543.65944336145
365,Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.24981233,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3081,YES,"02130, 02131",,0,97993.5074685045,23816.598786946
366,Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.31576081,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3082,YES,"02130, 02132",,0,13753.3157507041,3260.99301058973
367,Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.18537612, ,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7132,YES,"02210, 02127",,0,138746.952616896,4921.16131211538
368,Tunnel Harborwalk,MassDOT,Ch 91/WPA,1,South Boston,0.18410324,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,4078,YES,02210,,0,8019.04407053603,492.549188955086
369,Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.05082117,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X,,,,INFO_Reallocation From Dept,2190,YES,02110,,0,2213.63474407235,227.924925847864
370,India Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.41591327,65-85 East India Row,Special District,"Malls, Squares & Plazas",Private,Private,N,X,Harbor Towers Harborwalk,,,INFO_Reallocation From Dept,7133,YES,02110,,0,18116.0191221063,1324.20140831199
371,Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,1.25944293,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7134,YES,02110,,0,54857.7807199361,4462.16179497588
372,400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.04594522,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7135,YES,02110,,0,2001.23818535243,313.13110164081
373,408 Atlantic Avenue Harborwalk,United States of America,Ch91/WPA,1,Central Boston,0.03425732,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,6005,YES,02110,,0,1492.16425196587,291.831502971428
374,Independence Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.17578463,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,470 Atlantic Avenue Harborwalk,,,INFO_Reallocation From Dept,7136,YES,02210,,0,7656.68231125926,766.161908602305
375,Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.19451575,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7137,YES,02110,,0,8472.56004431303,1178.12140831673
376,Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71482504,140 Highland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,140 Highland Street Reserve,BCC,,INFO_Reallocation From Dept,1026,YES,02119,,0,31135.7169027437,1106.92828287396
377,Brighton Common,City of Boston,A97,1,Allston-Brighton,0.50666062,30 Chestnut Hill Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Brighton Square, Wilson Square",BPRD,032,PARK_Maintenance_Region 4,32,YES,02135,2205512000,0,22068.6933998131,646.725646209583
378,Sweeney Playground,City of Boston,A97,3,South Boston,0.46237615,180 West Fifth Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,297,PARK_Maintenance_Region 6,297,YES,02127,0600572000,1909,20139.7896238575,606.818518742932
379,Ryan Play Area,City of Boston,A97,3,Dorchester,0.63636129,960 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,275,PARK_Maintenance_Region 2,275,YES,02125,1303044000,1960,27718.0432076517,682.230066500216
380,Doris F. Tillman Playground,City of Boston,A97,3,Roxbury,0.6620697,45 Lambert Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Lambert Avenue Playground,BPRD,174,PARK_Maintenance_Region 5,174,YES,02119,0903651000,0,28837.8101232956,686.633527036807
381,Adams/King Playground,City of Boston,A97,3,Dorchester,0.67749653,470 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Old Hemenway School Site,BPRD,002,PARK_Maintenance_Region 2,2,YES,02122,1600456000,0,29509.7057532951,695.100061130701
382,Meany Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.23297897, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3083,YES,02125,,0,10147.880825512,410.342283863422
383,Lincoln Square,City of Boston,A97,1,Central Boston,0.05462822,2 Columbus Avenue,Special District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Abraham Lincoln Square,BPRD,178,PARK_Maintenance_Ground Maintenance,178,YES,02116,0500811000,0,2379.44849641467,199.287600161188
