OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,ShapeSTArea,ShapeSTLength
478,Carson Beach,Commonwealth of Massachusetts,A97,2,South Boston,24.64639659, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3103,YES,"02125, 02127",,0,1073525.35760564,13119.9414913236
479,Commercial Point,Commonwealth of Massachusetts,A97/WPA/Ch91/LWCF,2,Dorchester,2.38153477, ,Special District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,,INFO_Reallocation From Dept,3104,YES,02122,,0,103732.644506275,2049.23058239067
480,Charles River Reservation,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Multi-District,171.8964419, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,"Charles River Esplanade, Herter Park, Daley Field",DCR,,INFO_Reallocation From Dept,3105,YES,"02134, 02115, 02163, 02135, 02114, 02108, 02116, 0",,0,7487309.66100342,165886.865274637
481,Forbes Street Playground,City of Boston,A97,3,Jamaica Plain,0.09115367,60 Forbes Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,120,PARK_Maintenance_Ground Maintenance,120,YES,02130,"1002525020,1002526000",0,3970.3923760136,259.269669019085
482,Union Park Street Playground,Boston Water & Sewer Commission,Lease,3,South End,0.40978067,125 Union Park Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,N,X,,BWSC,309,PARK_Maintenance_Region 6,309,YES,02118,"0801093010,0801092000",0,17848.9029462946,576.866324956016
483,Porzio Park,City of Boston,A97/LWCF/WPA/Ch91,3,East Boston,2.50423194,14 Jeffries Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Jeffries Point Park,BPRD,244,PARK_Maintenance_Region 1,244,YES,02128,"0104418000,0104416000,0104437000",1975,109077.292655978,2301.96263943634
484,Ross Playground,City of Boston,A97,3,Hyde Park,13.12495412,145 Westminster Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,270,PARK_Maintenance_Region 4,270,YES,02136,1807056000,1936,571686.081342205,3061.94400802095
485,Mt. Hope Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,125.04694818,355 Walk Hill Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,207,PARK_Cemetery Maintenance Request,207,YES,02131,1806135000,1851,5446665.48933856,11508.6754259777
486,Calvary Cemetery,Private,,4,Roslindale,47.23674938, ,Residential District,Cemeteries & Burying Grounds,Private,Private,N,,,n/a,,INFO_Reallocation From Dept,7186,NO,02131,,0,2057490.76744236,6324.03609316171
487,New Calvary Cemetery,Private,,4,Mattapan,59.44638436, ,Open Space District,Cemeteries & Burying Grounds,Private,Private,N,,,n/a,,INFO_Reallocation From Dept,7187,NO,02126,,0,2589305.85969011,7540.60763763207
488,Savin Hill Park,City of Boston,A97,3,Dorchester,8.29027982,25 Caspian Way,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,276,PARK_Maintenance_Region 2,276,YES,02125,1302499000,1909,361100.153965675,2665.61079882021
489,Southwest Corridor Park,MBTA,A97,2,Multi-District,48.47698106, ,Industrial District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,4093,YES,"02118, 02130, 02119, 02115, 02116, 02120",,0,2111514.82931317,51815.3918276697
490,Orton Field,City of Boston,A97,3,South Boston,1.59444785,200 D Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Condon Playground,BPRD,222,PARK_Maintenance_Region 6,222,YES,02127,0600312000,0,69449.5080539439,1050.93495034149
491,Paul Gore Street Park,City of Boston,A97,3,Jamaica Plain,0.7340119,60 Paul Gore Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Paul Gore Street Garden;  Paul Gore Street Playground",BPRD,230,PARK_Maintenance_Ground Maintenance,230,YES,02130,1900248000,0,31971.4135850484,779.091241377399
492,Allen Park,City of Boston,A97,3,Dorchester,1.29344677,1-19 Church Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Rev James K Allen Park, James F Donovan Park, Dorchester Square or Common",BPRD,005,PARK_Maintenance_Region 2,5,YES,02122,1500365000,0,56338.7414793507,957.857541833638
493,Boston Nature Center_Visitor Ctr,City of Boston,Trust Fund,3,Mattapan,2.33062987,500 Walk Hill Street,Industrial District,"Parks, Playgrounds & Athletic Fields",White Fund,Mass Audubon Society,X,X,G R White Env Conserv Ctr,,,INFO_Reallocation From Dept,2125,YES,"02126, 02131",,0,101515.178425131,1273.18167254352
494,Boston Nature Center,Private,LandTrust/Statt,6,Mattapan,58.53155346,500 Walk Hill Street,Industrial District,Urban Wilds,Mass Audubon Society,Mass Audubon Society,X,X,,,,INFO_Reallocation From Dept,7189,YES,"02126, 02131",,0,2549464.88391559,11570.3311454421
495,Cunningham Park,City of Boston,A97,1,Allston-Brighton,0.17970203,725 Cambridge Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,075,PARK_Maintenance_Region 4,75,YES,02135,2202327000,0,7827.3175259378,436.44736153509
496,McLean Playground,City of Boston,A97,3,East Boston,0.4270713,550 Bennington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,195,PARK_Maintenance_Region 1,195,YES,02128,0100797000,1917,18602.0875798285,547.960556945315
497,Navy Fuel Pier Airport Edge Buffer,Massport,Ch91/WPA,3,East Boston,0.84353898, ,Waterfront Service,"Parks, Playgrounds & Athletic Fields",Massport,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4094,NO,02128,,0,36742.261919284,1374.5246854064
498,Fidelis Way Park,City of Boston,A97/LWCF/FLP,3,Allston-Brighton,4.90352493,19P Jette Court,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Overlook Park,BPRD,117,PARK_Maintenance_Region 4,117,YES,02135,2101830100,1972,213583.42938366,2611.58010844194
499,Harambee Park,City of Boston,A97/LWCF/UPARR/USH,3,Dorchester,44.74639215,930 Blue Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Franklin Field,BPRD,142,PARK_Maintenance_Region 2,142,YES,02124,1402863000,1892,1949027.01502355,6423.91548568013
500,St Mary's Cemetery,Private,,4,Dorchester,10.50258252, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7190,NO,02124,,0,457461.249955349,2931.77913044654
501,VFW Parkway I,Commonwealth of Massachusetts,A97,2,West Roxbury,12.44234167, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3107,YES,"02132, 02467",,0,541951.12373113,34214.4738328006
502,VFW Parkway II,City of Boston,A97,3,West Roxbury,0.64656848, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,343,PARK_Maintenance_Ground Maintenance,343,YES,02132,ROW,0,28162.5934328567,804.392489534401
503,Carroll Pond Playground,City of Boston,A97/WPA,3,West Roxbury,0.48428662,15 Carrolton Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,042,PARK_Maintenance_Ground Maintenance,42,YES,02132,2011625000,1921,21094.0066493745,581.308810358063
504,O'Donnell Square,City of Boston,A97,1,Dorchester,0.06098479, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,220,PARK_Maintenance_Region 2,220,YES,02122,1602395000,0,2656.32387416801,339.411938957643
505,Grove Street Cemetery,Private,,4,West Roxbury,25.38168175, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7191,NO,02132,,0,1105547.0216852,7505.31021259624
506,King's Chapel Burying Ground,City of Boston,A97/NRHP,4,Central Boston,0.43176542,40 Tremont Street,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,171,PARK_Cemetery Maintenance Request,171,YES,02108,0302858000,1630,18806.512848505,550.236696055603
507,Blue Hill Club Recreation Center,City of Boston,A97,3,Dorchester,3.04202852,15 Talbot Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,Private,X,X,Berkshire Partners Blue Hill Club (Boys & Girls Club),Trust Office,,INFO_Reallocation From Dept,2130,YES,02124,,0,132501.762789743,1527.3236664044
508,Columbia Road/Day Boulevard,Commonwealth of Massachusetts,A97,2,South Boston,16.85070443, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3108,YES,"02125, 02127",,0,733967.825039018,47796.7328446955
509,Columbia Park,City of Boston,A97,3,South Boston,0.33933352,"Farragut Road, Columbia Road, Sixth Street, Lennon Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,McGrail Memorial,BPRD,332,PARK_Maintenance_Ground Maintenance,332,YES,02127,ROW,0,14780.4071578766,545.242824241065
510,Bellevue Street Green,City of Boston,,1,West Roxbury,0.11772279,Bellevue St btwn Robin St and Bellevue Hill Rd,Residential District,"Malls, Squares & Plazas",PWD,PWD,N,X,,PWD,,INFO_Reallocation From Dept,2135,NO,02132,,0,5127.64039040878,327.576044244031
511,Walnut Park,City of Boston,A97,1,Roxbury,0.06010444, ,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NULL,BPRD,347,PARK_Maintenance_Region 5,347,YES,02119,ROW,0,2617.97663542688,293.071825502231
512,Mirabella Pool,City of Boston,A97/Ch91/WPA,3,Central Boston,1.36211167,475 Commercial Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,BCYF,X,L,North End Beach,BCYF,,INFO_Reallocation From Dept,2137,YES,02109,,0,59330.1510424554,1087.38260888828
513,Theresa Hynes Park Access Easement,Private,A97/CR,3,Allston-Brighton,0.02090878,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,,BCC,,INFO_Reallocation From Dept,1032,YES,02135,,0,910.736573832237,368.908242692593
514,Union Park,City of Boston,A97,3,South End,0.36843561,24P Union Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,351,PARK_Maintenance_Region 6,351,YES,02118,0306923000,0,16047.9974871231,720.521659957687
515,Blake Estates Urban Wild II,Private,A97/CR/WPA,6,Hyde Park,0.35358998,1344 Hyde Park Avenue,Residential District,Urban Wilds,BCC,Private,X,N,"Allis Chalmers UW, Area 2",BCC,,INFO_Reallocation From Dept,1033,YES,02136,,0,15401.3030983305,1205.79068057803
516,Stony Brook Reservation CR,Private,A97,3,Hyde Park,2.55650047,114 Gordon Avenue,Residential District,"Parkways, Reservations & Beaches",DCR,Private,X,N,,DCR,,INFO_Reallocation From Dept,7192,YES,02136,,0,111353.297942578,1311.68357403581
517,Rink Grounds,Commonwealth of Massachusetts,A97,3,Dorchester,2.52599648,995 Morrissey Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR+BPRD,X,X,,DCR,,INFO_Reallocation From Dept,3109,YES,02122,1602455002,0,110025.317278762,2822.40129403872
518,Mount Hope Park,City of Boston,A97,3,Roslindale,0.1092459,464 Mt Hope Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,14,PARK_Maintenance_Region 4,14,YES,02131,1806245000,0,4758.44687609763,295.648886107687
519,Oak Square,City of Boston,A97,1,Allston-Brighton,0.23433381,430 Faneuil Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,217,PARK_Maintenance_Region 4,217,YES,02135,2203371000,1948,10206.9136486319,398.05823901378
520,Henry Square,City of Boston,A97,1,Dorchester,0.05217643,Btwn Adams St and Gallivan Blvd,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,Private+BPRD,X,X,"Andrew Henry Square, Adams Square",BPRD,008,PARK_Maintenance_Region 2,8,YES,02124,ROW,1913,2272.64151303601,203.837373743346
521,Melnea A. Cass Recreational Complex,Commonwealth of Massachusetts,A97,3,Roxbury,2.58263465,120 Martin Luther King Jr. Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Melnea A. Cass Rink, Swimming Pool, and Spray Deck",DCR,,INFO_Reallocation From Dept,7268,YES,02119,1100260000,0,112492.176896674,1388.04187523244
522,Puerto Rican Veterans Memorial Park,City of Boston,,1,South End,0.13484183,W Dedham St & Washington St,Open Space District,"Malls, Squares & Plazas",NULL,DND,N,X,,DND,,INFO_Reallocation From Dept,7261,NO,02118,,0,5873.3261975498,376.846363385214
523,East Boston Greenway Extension,Massport,,3,East Boston,1.24227069, ,Multiple Districts,"Parks, Playgrounds & Athletic Fields",Massport,NULL,N,X,Mary Ellen Welch Greenway,Massport,,INFO_Reallocation from Dept,7269,YES,02128,,0,54073.0545092511,6533.01596869848
524,Wood Island Bay Edge Park,Massport,,3,East Boston,0.59879283, ,Residential District,"Parks, Playgrounds & Athletic Fields",Massport,Massport,N,X,,Massport,,INFO_Reallocation From Dept,7270,YES,02128,,0,25578.0623568129,915.956346014958
525,Dearborn Street Square,City of Boston,A97,1,Roxbury,0.0293237, ,Industrial Development Area,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,352,PARK_Maintenance,7263,YES,02119,0802299000,0,1277.25983588147,159.481024048305
526,Babson Cookson Tract,City of Boston,A97/NHL,6,Mattapan,2.41135373, ,Residential District,Urban Wilds,BCC,BPRD,X,N,,BCC,,PARK_Maintenance_Ground Maintenance,7265,YES,02126,1800532000,0,105031.221871035,1347.74656447059
527,Paula Titus Park,City of Boston,A97,3,Roxbury,0.18237447,66 Fort Ave,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,7274,PARK_Maintenance_Region 5,7274,YES,02119,1100500001,0,7943.6926569718,372.104406692525
528,Watson Park,City of Boston,A97,3,South End,0.10689584,15 Taylor Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,7271,PARK_Maintenance_Region 6,7271,YES,02118,"0305809000,0305811000,0305829000,0305754000,0305810000",0,4656.0822315183,392.875874936187
529,Nonquit Street Green,City of Boston,A97,3,Dorchester,0.3404661,695 701A Dudley Street and Nonquit Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,7272,,7272,YES,02125,"1301211000,1301212000,1301207000,1301209000,1301210000,1301206000",0,14829.7043951951,658.258376315435
530,Mahoney Park,City of Boston,A97,3,South Boston,0.38110158,2498 Beacon Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD+Community Group/Non-Profit,X,X,West 1st West 2nd Street,BPRD,7273,,7273,YES,02127,"0601265000,0601258000",2020,16599.6713931724,590.267179537424
531,Boundary I,City of Boston,A97,6,Roslindale,6.92577563, ,Residential District,Urban Wilds,BPRD,BPRD,X,X,,NULL,2106,INFO_Reallocation From Dept,2106,YES,02136,1806011000,0,307701.701338278,2478.8209961091
1340,Sprague Pond,City of Boston,A97,6,Hyde Park,1.19620239,0-4 Lakeside Avenue,Conservation Protection Subdistrict,Urban Wilds,BPRD,BPRD,X,X,Lakeside,BPRD,7275,PARK_Maintenance_Region 4,7275,YES,02136,"1812998000,1812999000",2023,52102.9328851185,1141.53199863927
2541,Codman Square,City of Boston,,1,Dorchester,0.35071001,360 Talbot Avenue,Residential District,"Malls, Squares & Plazas",PWD,BPRD,N,X,,PWD,7276,PARK_Maintenance_Region 2,7276,YES,02124,1704781300,0,15275.933611971,637.713558700578
2940,Murphy Playground,City of Boston, ,3,Jamaica Plain,2.44919749,20 Child Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X, ,BPS,7277,PARK_Maintenance_Region 3,7277,YES,02130,1103019000,0,106679.927278675,1409.91863811319
2941,Union Square Plaza I,City of Boston,,1,Allston-Brighton,0.31130858, ,Open Space District,"Malls, Squares & Plazas",PWD,PWD,N,X,,,,INFO_Reallocation From Dept,2047,YES,02134,,0,13559.7363172613,783.946634293858
3341,Union Square Plaza II,City of Boston,,1,Allston-Brighton,0.07861874, ,Open Space District,"Malls, Squares & Plazas",BFD,PWD,N,X,,,,INFO_Reallocation From Dept,2048,YES,02134,,0,3424.41390897793,221.466173035102
3741,Neponset River Reservation I,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,121.5592824, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3101,YES,"02126, 02124, 02136",,0,5294754.66647021,65054.4054280492
3742,Neponset River Reservation II,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,61.94219111, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3110,YES,02136,,0,2698011.41978648,21674.5277703781
4541,Egleston Square Peace Garden,City of Boston,A97,5,Jamaica Plain,0.11690281,3131 Washington Street,,Community Gardens,BPRD,BPRD,X,,,BPRD,,PARK_Maintenance_Region 3,353,YES,02130,1101328000,2024,5091.94550507126,296.007148011762
4543,Sherrin Woods II,City of Boston,A97,6,Hyde Park,1.10639002,0 Dale Street,CPS,Urban Wilds,BPRD,BPRD,X,X,,BPRD,,PARK_Maintenance_Ground Maintenance,7278,YES,02136,1808198000,2024,48191.0028031228,1366.48858207443
